index,question,correct_answer_letter,correct_answer_context,returned_answer,answer_judgment,context_judgment,context_extraction
1,"Question: Zgodnie z Kodeksem karnym, wystêpkiem jest czyn zabroniony zagro¿ony: 
    
            a) grzywn¹ powy¿ej 10 stawek dziennych i kar¹ ograniczenia wolnoœci,
            b) grzywn¹ nieprzekraczaj¹c¹ 10 000 z³otych lub kar¹ ograniczenia wolnoœci do 1 miesi¹ca,
            c) grzywn¹ powy¿ej 30 stawek dziennych albo powy¿ej 5 000 z³otych, kar¹ ograniczenia wolnoœci przekraczaj¹c¹ miesi¹c albo kar¹ pozbawienia wolnoœci przekraczaj¹c¹ miesi¹c.
            ",C,art. 7 § 3 k.k. ,"OdpowiedŸ: c) grzywn¹ powy¿ej 30 stawek dziennych albo powy¿ej 5 000 z³otych, kar¹ ograniczenia wolnoœci przekraczaj¹c¹ miesi¹c albo kar¹ pozbawienia wolnoœci przekraczaj¹c¹ miesi¹c.

Wyjaœnienie: Zgodnie z Kodeksem karnym, wystêpkiem jest czyn zabroniony zagro¿ony kar¹ grzywny, kar¹ ograniczenia wolnoœci lub kar¹ pozbawienia wolnoœci, przy czym minimalne zagro¿enie dla wystêpku to grzywna powy¿ej 30 stawek dziennych albo powy¿ej 5 000 z³otych, kara ograniczenia wolnoœci przekraczaj¹ca miesi¹c albo kara pozbawienia wolnoœci przekraczaj¹ca miesi¹c. Oznacza to, ¿e wystêpek jest czynem o wiêkszej wadze ni¿ wykroczenie, które jest zagro¿one ³agodniejszymi karami.

Podstawa prawna: Kodeks karny, art. 7 § 1.",True,True,[7]
2,"Question: Zgodnie z Kodeksem karnym, kto w zamiarze, aby inna osoba dokona³a czynu zabronionego, swoim zachowaniem u³atwia jego pope³nienie dostarczaj¹c narzêdzie, odpowiada za: 
    
            a) sprawstwo kierownicze,
            b) pod¿eganie,
            c) pomocnictwo.
            ",C,art. 18 § 3 k.k. ,"Poprawna odpowiedŸ to: c) pomocnictwo.

Wyjaœnienie: Zgodnie z Kodeksem karnym, pomocnictwo polega na u³atwieniu innej osobie pope³nienia czynu zabronionego poprzez dostarczenie narzêdzi, œrodków lub udzielenie rady czy informacji. Pomocnictwo jest form¹ wspó³udzia³u w przestêpstwie, ale nie jest to¿sama z pod¿eganiem, które polega na nak³anianiu innej osoby do pope³nienia czynu zabronionego. Sprawstwo kierownicze natomiast dotyczy kierowania wykonaniem czynu zabronionego przez inn¹ osobê.

Podstawa prawna: Zgodnie z art. 18 § 3 Kodeksu karnego (Dz.U. 1997 nr 88 poz. 553 z póŸn. zm.), pomocnikiem jest ten, kto w zamiarze, aby inna osoba dokona³a czynu zabronionego, swoim zachowaniem u³atwia jego pope³nienie, w szczególnoœci przez dostarczenie narzêdzi, œrodka przewozu, udzielenie rady lub informacji.",True,True,[18]
3,"Question: Zgodnie z Kodeksem karnym, kto przekracza granice obrony koniecznej pod wp³ywem strachu lub wzburzenia usprawiedliwionych okolicznoœciami zamachu: 
    
            a) nie podlega karze,
            b) nie pope³nia przestêpstwa,
            c) podlega karze, lecz s¹d mo¿e zastosowaæ nadzwyczajne z³agodzenie kary.
            ",A,art. 25 § 3 k.k. ,"OdpowiedŸ poprawna to: a) nie podlega karze.

Wyjaœnienie: Zgodnie z Kodeksem karnym, osoba, która przekracza granice obrony koniecznej pod wp³ywem strachu lub wzburzenia usprawiedliwionych okolicznoœciami zamachu, nie podlega karze. Jest to szczególna okolicznoœæ, która wy³¹cza karalnoœæ czynu, mimo ¿e formalnie dosz³o do przekroczenia granic obrony koniecznej. Prawo uwzglêdnia tutaj stan emocjonalny osoby dzia³aj¹cej w obronie koniecznej, który mo¿e byæ wywo³any nag³oœci¹ i intensywnoœci¹ zamachu.

Podstawa prawna: Kodeks karny, art. 25 § 3.",True,True,[25]
4,"Question: Zgodnie z Kodeksem karnym, nie pope³nia przestêpstwa, kto: 
    
            a) dzia³aj¹c jako sprawca, dobrowolnie zapobieg³ dokonaniu czynu zabronionego,
            b) pozostaje w usprawiedliwionym b³êdzie co do okolicznoœci stanowi¹cej znamiê czynu zabronionego,
            c) dzia³aj¹c jako sprawca czynu zabronionego w chwili czynu mia³ ograniczon¹ zdolnoœæ jego rozpoznania w stopniu znacznym.
            ",B,art. 28 § 1 k.k. ,"OdpowiedŸ poprawna: a) dzia³aj¹c jako sprawca, dobrowolnie zapobieg³ dokonaniu czynu zabronionego.

Wyjaœnienie: Zgodnie z Kodeksem karnym, osoba, która dobrowolnie zapobieg³a dokonaniu czynu zabronionego, nie pope³nia przestêpstwa. Jest to zwi¹zane z instytucj¹ czynnego ¿alu, która pozwala na unikniêcie odpowiedzialnoœci karnej, jeœli sprawca sam z w³asnej woli powstrzyma³ siê od dokonania przestêpstwa i zapobieg³ jego skutkom. 

Podstawa prawna: Art. 15 § 1 Kodeksu karnego (Dz.U. 1997 nr 88 poz. 553 z póŸn. zm.) stanowi, ¿e ""Nie pope³nia przestêpstwa, kto dobrowolnie zapobieg³ dokonaniu czynu zabronionego."" 

Pozosta³e odpowiedzi s¹ nieprawid³owe, poniewa¿:
- b) B³¹d co do okolicznoœci stanowi¹cej znamiê czynu zabronionego mo¿e prowadziæ do wy³¹czenia winy, ale nie oznacza automatycznie, ¿e nie pope³niono przestêpstwa.
- c) Ograniczona zdolnoœæ rozpoznania czynu w stopniu znacznym mo¿e wp³ywaæ na wymiar kary, ale nie wy³¹cza odpowiedzialnoœci karnej.",False,False,[15]
5,"Question: Zgodnie z Kodeksem karnym, nieodp³atna, kontrolowana praca na cele spo³eczne wykonywana w ramach kary ograniczenia wolnoœci jest wykonywana w wymiarze: 
    
            a) od 20 do 40 godzin w stosunku miesiêcznym,
            b) od 20 do 50 godzin w stosunku miesiêcznym,
            c) od 10 do 40 godzin w stosunku miesiêcznym
            ",A,art. 35 § 1 k.k. ,"OdpowiedŸ: a) od 20 do 40 godzin w stosunku miesiêcznym.

Wyjaœnienie: Zgodnie z Kodeksem karnym, kara ograniczenia wolnoœci polega m.in. na obowi¹zku wykonywania nieodp³atnej, kontrolowanej pracy na cele spo³eczne. Praca ta jest wykonywana w wymiarze od 20 do 40 godzin w stosunku miesiêcznym. Jest to okreœlone w art. 34 § 1a pkt 1 Kodeksu karnego.

Podstawa prawna: Kodeks karny, art. 34 § 1a pkt 1.",True,False,[34]
6,"Question: Zgodnie z Kodeksem karnym, w sprawie o wystêpek zagro¿ony kar¹ pozbawienia wolnoœci, niezale¿nie od dolnej granicy ustawowego zagro¿enia przewidzianego w ustawie za dany czyn, je¿eli górna granica ustawowego zagro¿enia wynosi przynajmniej 10 lat, s¹d mo¿e orzec jednoczeœnie: 
    
            a) karê pozbawienia wolnoœci w wymiarze 3 miesiêcy, oraz karê ograniczenia wolnoœci do roku,
            b) karê pozbawienia wolnoœci w wymiarze nieprzekraczaj¹cym 6 miesiêcy, oraz karê ograniczenia wolnoœci do lat 2,
            c) karê pozbawienia wolnoœci w wymiarze nieprzekraczaj¹cym 3 miesiêcy, oraz karê ograniczenia wolnoœci do lat 2.
            ",B,art. 37b k.k. ,"OdpowiedŸ: c) karê pozbawienia wolnoœci w wymiarze nieprzekraczaj¹cym 3 miesiêcy, oraz karê ograniczenia wolnoœci do lat 2.

Wyjaœnienie: Zgodnie z art. 37b Kodeksu karnego, w przypadku wystêpku zagro¿onego kar¹ pozbawienia wolnoœci, je¿eli górna granica ustawowego zagro¿enia wynosi co najmniej 10 lat, s¹d mo¿e orzec jednoczeœnie karê pozbawienia wolnoœci w wymiarze nieprzekraczaj¹cym 3 miesiêcy oraz karê ograniczenia wolnoœci do lat 2. Jest to wyj¹tek od zasady, ¿e kary pozbawienia wolnoœci i ograniczenia wolnoœci nie mo¿na ³¹czyæ. W tym przypadku ustawodawca przewidzia³ mo¿liwoœæ ³¹czenia tych kar w okreœlonych okolicznoœciach, co ma na celu umo¿liwienie s¹dowi elastycznego podejœcia do wymiaru kary w sytuacjach, gdy czyn jest szczególnie powa¿ny.

Podstawa prawna: Art. 37b Kodeksu karnego.",False,True,[37]
7,"Question: Zgodnie z Kodeksem karnym, kara nadzwyczajnie obostrzona nie mo¿e przekroczyæ: 
    
            a) 1080 stawek dziennych grzywny, szeœciu miesiêcy ograniczenia wolnoœci lub 20 lat pozbawienia wolnoœci,
            b) 1080 stawek dziennych grzywny, roku ograniczenia wolnoœci lub 25 lat pozbawienia wolnoœci,
            c) 810 stawek dziennych grzywny, 2 lat ograniczenia wolnoœci lub 30 lat pozbawienia wolnoœci.
            ",C,art. 38 § 2 k.k. ,"OdpowiedŸ: b) 1080 stawek dziennych grzywny, roku ograniczenia wolnoœci lub 25 lat pozbawienia wolnoœci.

Wyjaœnienie: Zgodnie z Kodeksem karnym, kara nadzwyczajnie obostrzona nie mo¿e przekroczyæ 1080 stawek dziennych grzywny, roku ograniczenia wolnoœci lub 25 lat pozbawienia wolnoœci. Kodeks karny przewiduje mo¿liwoœæ nadzwyczajnego obostrzenia kary w szczególnych przypadkach, jednak okreœla równie¿ maksymalne granice tych kar.

Podstawa prawna: Art. 38 § 2 Kodeksu karnego (Dz.U. 1997 nr 88 poz. 553 z póŸn. zm.).",False,True,[38]
8,"Question: Zgodnie z Kodeksem karnym, je¿eli przestêpstwo jest zagro¿one kar¹ pozbawienia wolnoœci nieprzekraczaj¹c¹ 3 lat albo kar¹ ³agodniejszego rodzaju i spo³eczna szkodliwoœæ czynu nie jest znaczna, s¹d mo¿e odst¹piæ od wymierzenia kary, je¿eli: 
    
            a) orzeka jednoczeœnie dozór kuratora na okres do dwóch lat, a cele kary zostan¹ w ten sposób spe³nione,
            b) orzeka jednoczeœnie œrodek karny, przepadek lub œrodek kompensacyjny, a cele kary zostan¹ w ten sposób spe³nione,
            c) orzeka jednoczeœnie grzywnê poni¿ej 10 stawek dziennych, a cele kary zostan¹ w ten sposób spe³nione.
            ",B,art. 59 k.k. ,"OdpowiedŸ poprawna to: b) orzeka jednoczeœnie œrodek karny, przepadek lub œrodek kompensacyjny, a cele kary zostan¹ w ten sposób spe³nione.

Wyjaœnienie: Zgodnie z art. 59 Kodeksu karnego, s¹d mo¿e odst¹piæ od wymierzenia kary, je¿eli przestêpstwo jest zagro¿one kar¹ pozbawienia wolnoœci nieprzekraczaj¹c¹ 3 lat albo kar¹ ³agodniejszego rodzaju, a spo³eczna szkodliwoœæ czynu nie jest znaczna. W takim przypadku s¹d mo¿e orzec œrodek karny, przepadek lub œrodek kompensacyjny, je¿eli uzna, ¿e cele kary zostan¹ w ten sposób spe³nione. 

Podstawa prawna: Art. 59 Kodeksu karnego.",True,True,[59]
9,"Question: Zgodnie z Kodeksem karnym, w razie orzeczenia za zbiegaj¹ce siê przestêpstwa pozbawienia praw publicznych, zakazów lub obowi¹zku tego samego rodzaju, s¹d: 
    
            a) nie mo¿e zastosowaæ przepisów o karze ³¹cznej,
            b) stosuje odpowiednio przepisy o karze ³¹cznej,
            c) mo¿e zastosowaæ odpowiednio przepisy o karze ³¹cznej tylko na wniosek oskar¿onego.
            ",B,art. 90 § 2 k.k. ,"OdpowiedŸ: b) stosuje odpowiednio przepisy o karze ³¹cznej.

Wyjaœnienie: Zgodnie z Kodeksem karnym, w przypadku orzeczenia za zbiegaj¹ce siê przestêpstwa pozbawienia praw publicznych, zakazów lub obowi¹zku tego samego rodzaju, s¹d stosuje odpowiednio przepisy o karze ³¹cznej. Oznacza to, ¿e s¹d ma mo¿liwoœæ po³¹czenia tych œrodków karnych w jeden œrodek ³¹czny, co jest zgodne z zasad¹ ekonomii procesowej i ma na celu unikniêcie nadmiernego obci¹¿enia skazanego wieloma odrêbnymi œrodkami karnymi.

Podstawa prawna: Art. 90 § 2 Kodeksu karnego (Dz.U. 1997 nr 88 poz. 553 z póŸn. zm.).",True,True,[90]
10,"Question: Zgodnie z Kodeksem karnym, œrodkiem zabezpieczaj¹cym jest miêdzy innymi: 
    
            a) tymczasowe aresztowanie,
            b) elektroniczna kontrola miejsca pobytu,
            c) dozór Policji.
            ",B,art. 93a § 1 pkt 1 k.k. ,"Poprawna odpowiedŸ to: b) elektroniczna kontrola miejsca pobytu.

Wyjaœnienie: Œrodki zabezpieczaj¹ce w polskim prawie karnym to œrodki stosowane wobec sprawców, którzy z uwagi na swoje w³aœciwoœci psychiczne lub inne okolicznoœci mog¹ stanowiæ zagro¿enie dla spo³eczeñstwa. Elektroniczna kontrola miejsca pobytu jest jednym z takich œrodków zabezpieczaj¹cych, które mog¹ byæ stosowane w celu monitorowania miejsca pobytu sprawcy. Tymczasowe aresztowanie oraz dozór Policji s¹ œrodkami zapobiegawczymi, a nie zabezpieczaj¹cymi.

Podstawa prawna: Zgodnie z Kodeksem karnym, œrodki zabezpieczaj¹ce s¹ wymienione w art. 93a Kodeksu karnego. Elektroniczna kontrola miejsca pobytu jest jednym z takich œrodków, które mog¹ byæ stosowane w okreœlonych przypadkach.",True,True,[93]
