index,question,correct_answer_letter,correct_answer_context,returned_answer,answer_judgment,context_judgment,context_extraction
30,"Question: Zgodnie z Kodeksem cywilnym, dla ubezw³asnowolnionego ca³kowicie ustanawia siê opiekê, chyba ¿e:
    
            a) jest on w stanie kierowaæ swym postêpowaniem,
            b) ustanowiony zosta³ dla niego kurator
            c) pozostaje on jeszcze pod w³adz¹ rodzicielsk¹.
            ",C,art. 13 § 2 k.c.,"OdpowiedŸ poprawna: c) pozostaje on jeszcze pod w³adz¹ rodzicielsk¹.

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, dla osoby ubezw³asnowolnionej ca³kowicie ustanawia siê opiekê. Jednak¿e, je¿eli osoba ta pozostaje jeszcze pod w³adz¹ rodzicielsk¹, nie ma potrzeby ustanawiania opieki, poniewa¿ w³adza rodzicielska pe³ni wówczas funkcjê ochronn¹ i opiekuñcz¹. 

Podstawa prawna: Zgodnie z art. 13 § 2 Kodeksu cywilnego, osoba ubezw³asnowolniona ca³kowicie pozostaje pod opiek¹, chyba ¿e pozostaje pod w³adz¹ rodzicielsk¹. W takim przypadku w³adza rodzicielska jest wystarczaj¹ca do zapewnienia opieki nad osob¹ ubezw³asnowolnion¹.",True,True,[13]
31,"Question: Zgodnie z Kodeksem cywilnym, je¿eli osoba prawna nie mo¿e byæ reprezentowana lub prowadziæ swoich spraw ze wzglêdu na brak organu albo brak w sk³adzie organu uprawnionego do jej reprezentowania, s¹d ustanawia dla niej:
    
            a) pe³nomocnika, który podlega nadzorowi s¹du w³aœciwego ze wzglêdu na siedzibê osoby prawnej
            b) opiekuna, który podlega nadzorowi s¹du w³aœciwego ze wzglêdu na siedzibê osoby prawnej
            c) kuratora, który podlega nadzorowi s¹du, który go ustanowi³. 
            ",C,art. 42 § 1 k.c.,"OdpowiedŸ poprawna to: c) kuratora, który podlega nadzorowi s¹du, który go ustanowi³.

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, w sytuacji gdy osoba prawna nie mo¿e byæ reprezentowana lub prowadziæ swoich spraw z powodu braku organu lub braku w sk³adzie organu uprawnionego do jej reprezentowania, s¹d ustanawia kuratora. Kurator taki dzia³a w imieniu osoby prawnej i podlega nadzorowi s¹du, który go ustanowi³. Jest to rozwi¹zanie maj¹ce na celu zapewnienie ci¹g³oœci dzia³ania osoby prawnej w sytuacjach, gdy jej organy nie mog¹ wykonywaæ swoich funkcji.

Podstawa prawna: Kodeks cywilny, art. 42 § 1. Artyku³ ten stanowi, ¿e w przypadku braku organu osoby prawnej lub braku w sk³adzie organu uprawnionego do jej reprezentowania, s¹d ustanawia kuratora, który podlega nadzorowi s¹du, który go ustanowi³.",True,True,[42]
32,"Question: Zgodnie z Kodeksem cywilnym, w³asnoœæ i inne prawa maj¹tkowe, stanowi¹ce mienie pañstwowe, przys³uguj¹:
    
            a) wy³¹cznie Skarbowi Pañstwa,
            b) Skarbowi Pañstwa albo innym pañstwowym osobom prawnym
            c) Skarbowi Pañstwa, innym pañstwowym osobom prawnym oraz gminom i ich zwi¹zkom.
            ",B,art. 441 § 1 k.c.,"OdpowiedŸ poprawna: b) Skarbowi Pañstwa albo innym pañstwowym osobom prawnym

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, mienie pañstwowe mo¿e przys³ugiwaæ zarówno Skarbowi Pañstwa, jak i innym pañstwowym osobom prawnym. Oznacza to, ¿e w³asnoœæ i inne prawa maj¹tkowe, które stanowi¹ mienie pañstwowe, nie s¹ zastrze¿one wy³¹cznie dla Skarbu Pañstwa, ale mog¹ byæ równie¿ przypisane innym podmiotom prawnym, które s¹ uznawane za pañstwowe.

Podstawa prawna: Art. 44 Kodeksu cywilnego (Dz.U. 1964 nr 16 poz. 93 z póŸn. zm.) stanowi, ¿e mienie pañstwowe przys³uguje Skarbowi Pañstwa albo innym pañstwowym osobom prawnym.",True,True,[44]
33,"Question: Zgodnie z Kodeksem cywilnym, prawa zwi¹zane z w³asnoœci¹ nieruchomoœci uwa¿a siê za:
    
            a) jej czêœci sk³adowe,
            b) po¿ytki prawa
            c) jej przynale¿noœci
            ",A,art. 50 k.c.,"OdpowiedŸ: a) jej czêœci sk³adowe

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, prawa zwi¹zane z w³asnoœci¹ nieruchomoœci uwa¿a siê za jej czêœci sk³adowe. Czêœci sk³adowe rzeczy to te elementy, które nie mog¹ byæ od niej od³¹czone bez uszkodzenia lub istotnej zmiany ca³oœci lub bez uszkodzenia lub istotnej zmiany od³¹czonego elementu. W kontekœcie nieruchomoœci, prawa zwi¹zane z w³asnoœci¹, takie jak prawo do korzystania z nieruchomoœci, s¹ integralnie zwi¹zane z t¹ nieruchomoœci¹ i stanowi¹ jej czêœci sk³adowe.

Podstawa prawna: Kodeks cywilny, art. 47 § 2, który mówi, ¿e czêœciami sk³adowymi rzeczy s¹ tak¿e prawa zwi¹zane z w³asnoœci¹ nieruchomoœci.",True,False,[47]
34,"Question: Zgodnie z Kodeksem cywilnym, je¿eli sk³adaj¹cy oœwiadczenie woli, które ma byæ z³o¿one innej osobie, zmar³ zanim oœwiadczenie woli do tej osoby dosz³o, oœwiadczenie to:
    
            a) zawsze traci moc wskutek tego,
            b) nie traci mocy wskutek tego, chyba ¿e co innego wynika z treœci oœwiadczenia, z ustawy lub z okolicznoœci
            c) traci moc wskutek tego, chyba ¿e co innego wynika z zasad wspó³¿ycia spo³ecznego.
            ",B,art. 62 k.c.,"OdpowiedŸ poprawna to: b) nie traci mocy wskutek tego, chyba ¿e co innego wynika z treœci oœwiadczenia, z ustawy lub z okolicznoœci.

Wyjaœnienie: Zgodnie z art. 61 § 1 Kodeksu cywilnego, oœwiadczenie woli, które ma byæ z³o¿one innej osobie, staje siê skuteczne z chwil¹, gdy dosz³o do tej osoby w taki sposób, ¿e mog³a zapoznaæ siê z jego treœci¹. Œmieræ sk³adaj¹cego oœwiadczenie woli przed dojœciem oœwiadczenia do adresata nie powoduje automatycznie utraty mocy tego oœwiadczenia. Oœwiadczenie woli nie traci mocy wskutek œmierci sk³adaj¹cego, chyba ¿e co innego wynika z treœci oœwiadczenia, z ustawy lub z okolicznoœci. Oznacza to, ¿e w pewnych sytuacjach, np. gdy z treœci oœwiadczenia wynika, ¿e jest ono œciœle zwi¹zane z osob¹ sk³adaj¹cego, mo¿e dojœæ do utraty mocy oœwiadczenia.

Podstawa prawna: Kodeks cywilny, art. 61 § 1.",True,False,[61]
35,"Question: Zgodnie z Kodeksem cywilnym, przepisy o oœwiadczeniach woli stosuje siê do innych oœwiadczeñ:
    
            a) odpowiednio,
            b) wprost, chyba ¿e co innego wynika z ustawy
            c) wprost, chyba ¿e co innego wynika z treœci czynnoœci, okolicznoœci albo przepisów szczególnych.
            ",A,art. 651 k.c.,"OdpowiedŸ poprawna to: **c) wprost, chyba ¿e co innego wynika z treœci czynnoœci, okolicznoœci albo przepisów szczególnych.**

### Wyjaœnienie:

Zgodnie z Kodeksem cywilnym, przepisy dotycz¹ce oœwiadczeñ woli stosuje siê wprost do innych oœwiadczeñ, chyba ¿e co innego wynika z treœci czynnoœci prawnej, okolicznoœci jej dokonania lub przepisów szczególnych. Oznacza to, ¿e zasady dotycz¹ce sk³adania oœwiadczeñ woli mog¹ byæ stosowane bezpoœrednio do innych rodzajów oœwiadczeñ, chyba ¿e istniej¹ szczególne okolicznoœci lub przepisy, które wymagaj¹ innego podejœcia.

### Podstawa prawna:

Zasada ta wynika z art. 60 Kodeksu cywilnego, który mówi o oœwiadczeniach woli i ich stosowaniu. Jednak¿e, bardziej szczegó³owe odniesienie do stosowania przepisów o oœwiadczeniach woli do innych oœwiadczeñ mo¿na znaleŸæ w art. 65 Kodeksu cywilnego, który dotyczy wyk³adni oœwiadczeñ woli i wskazuje, ¿e przy wyk³adni oœwiadczeñ woli nale¿y braæ pod uwagê okolicznoœci, w jakich zosta³y z³o¿one, oraz zasady wspó³¿ycia spo³ecznego i ustalone zwyczaje.

Dlatego odpowiedŸ c) jest poprawna, poniewa¿ uwzglêdnia mo¿liwoœæ odstêpstw wynikaj¹cych z treœci czynnoœci, okolicznoœci lub przepisów szczególnych.",False,True,"[60, 65]"
36,"Question: Zgodnie z Kodeksem cywilnym, umowa darowizny rzeczy co do to¿samoœci oznaczonej:
    
            a) przenosi w³asnoœæ na nabywcê tylko wówczas, gdy nast¹pi przeniesienie posiadania rzeczy
            b) przenosi w³asnoœæ na nabywcê, chyba ¿e przepis szczególny stanowi inaczej albo ¿e strony inaczej postanowi³y
            c) przenosi w³asnoœæ na nabywcê tylko wówczas, gdy przepis szczególny tak stanowi.
            ",B,art. 155 § 1 k.c.,"OdpowiedŸ poprawna to: b) przenosi w³asnoœæ na nabywcê, chyba ¿e przepis szczególny stanowi inaczej albo ¿e strony inaczej postanowi³y.

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, umowa darowizny jest umow¹, na mocy której darczyñca zobowi¹zuje siê do bezp³atnego œwiadczenia na rzecz obdarowanego kosztem swego maj¹tku. W przypadku rzeczy oznaczonej co do to¿samoœci, przeniesienie w³asnoœci nastêpuje z chwil¹ zawarcia umowy, chyba ¿e strony postanowi¹ inaczej lub przepisy szczególne stanowi¹ inaczej. Oznacza to, ¿e co do zasady, umowa darowizny przenosi w³asnoœæ na nabywcê w momencie jej zawarcia, bez koniecznoœci dodatkowych czynnoœci, takich jak przeniesienie posiadania.

Podstawa prawna: Kodeks cywilny, art. 155 § 1, który stanowi, ¿e umowa zobowi¹zuj¹ca do przeniesienia w³asnoœci rzeczy oznaczonej co do to¿samoœci przenosi w³asnoœæ na nabywcê, chyba ¿e przepis szczególny stanowi inaczej albo ¿e strony inaczej postanowi³y.",True,True,[155]
37,"Question: Zgodnie z Kodeksem cywilnym, w³asnoœæ nieruchomoœci:
    
            a) nie mo¿e byæ przeniesiona pod warunkiem ani z zastrze¿eniem terminu
            b) nie mo¿e byæ przeniesiona pod warunkiem, ale mo¿e byæ przeniesiona z  zastrze¿eniem terminu
            c) mo¿e byæ przeniesiona pod warunkiem, ale nie mo¿e byæ przeniesiona z  zastrze¿eniem terminu.   
            ",A,art. 157 § 1 k.c.,"OdpowiedŸ: a) nie mo¿e byæ przeniesiona pod warunkiem ani z zastrze¿eniem terminu

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, przeniesienie w³asnoœci nieruchomoœci nie mo¿e byæ dokonane pod warunkiem ani z zastrze¿eniem terminu. Wynika to z zasady pewnoœci obrotu prawnego oraz stabilnoœci stosunków w³asnoœciowych. Przeniesienie w³asnoœci nieruchomoœci jest czynnoœci¹ prawn¹, która wymaga formy aktu notarialnego i wpisu do ksiêgi wieczystej, co ma na celu zapewnienie jawnoœci i pewnoœci stanu prawnego nieruchomoœci. 

Podstaw¹ prawn¹ jest art. 157 § 1 Kodeksu cywilnego, który stanowi, ¿e w³asnoœæ nieruchomoœci nie mo¿e byæ przeniesiona pod warunkiem ani z zastrze¿eniem terminu.",True,True,[157]
38,"Question: Zgodnie z Kodeksem cywilnym, je¿eli wiêkszoœæ wspó³w³aœcicieli postanawia dokonaæ czynnoœci ra¿¹co sprzecznej z zasadami prawid³owego zarz¹du rzecz¹ wspóln¹, rozstrzygniêcia przez s¹d:
    
            a) mog¹ ¿¹daæ wszyscy pozostali wspó³w³aœciciele ³¹cznie, pod warunkiem, ¿e jest ich przynajmniej dwóch, a ich udzia³y wynosz¹ ³¹cznie przynajmniej jedn¹ czwart¹
            b) mog¹ ¿¹daæ wszyscy pozostali wspó³w³aœciciele ³¹cznie, pod warunkiem, ¿e jest ich przynajmniej trzech, a ich udzia³y wynosz¹ ³¹cznie przynajmniej jedn¹ trzeci¹
            c) mo¿e ¿¹daæ ka¿dy z pozosta³ych wspó³w³aœcicieli.
            ",C,art. 202 k.c.,"OdpowiedŸ poprawna: c) mo¿e ¿¹daæ ka¿dy z pozosta³ych wspó³w³aœcicieli.

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, ka¿dy ze wspó³w³aœcicieli ma prawo ¿¹daæ rozstrzygniêcia przez s¹d w przypadku, gdy wiêkszoœæ wspó³w³aœcicieli postanawia dokonaæ czynnoœci ra¿¹co sprzecznej z zasadami prawid³owego zarz¹du rzecz¹ wspóln¹. Nie jest wymagane, aby pozostali wspó³w³aœciciele dzia³ali ³¹cznie ani aby ich udzia³y wynosi³y okreœlon¹ czêœæ ca³oœci. Ka¿dy wspó³w³aœciciel indywidualnie ma prawo do z³o¿enia takiego wniosku do s¹du.

Podstawa prawna: Art. 199 Kodeksu cywilnego, który stanowi, ¿e do rozporz¹dzania rzecz¹ wspóln¹ oraz do innych czynnoœci, które przekraczaj¹ zakres zwyk³ego zarz¹du, potrzebna jest zgoda wszystkich wspó³w³aœcicieli. W przypadku braku zgody, ka¿dy ze wspó³w³aœcicieli mo¿e ¿¹daæ rozstrzygniêcia przez s¹d.",True,False,[199]
39,"Question: Zgodnie z Kodeksem cywilnym, przeciwko osobie, która narusza w³asnoœæ w inny sposób ani¿eli przez pozbawienie w³aœciciela faktycznego w³adztwa nad rzecz¹, przys³uguje w³aœcicielowi roszczenie:
    
            a) o wydanie rzeczy
            b) o przywrócenie stanu zgodnego z prawem albo o zaniechanie naruszeñ – wed³ug wyboru w³aœciciela; wybór jednego roszczenia skutkuje wygaœniêciem drugiego
            c) o przywrócenie stanu zgodnego z prawem i o zaniechanie naruszeñ.
            ",C,art. 222 § 2 k.c.,"OdpowiedŸ poprawna to: c) o przywrócenie stanu zgodnego z prawem i o zaniechanie naruszeñ.

Wyjaœnienie: Zgodnie z Kodeksem cywilnym, w³aœcicielowi przys³uguje roszczenie o przywrócenie stanu zgodnego z prawem oraz o zaniechanie naruszeñ, gdy jego w³asnoœæ jest naruszana w sposób inny ni¿ przez pozbawienie faktycznego w³adztwa nad rzecz¹. Oznacza to, ¿e w³aœciciel mo¿e domagaæ siê zarówno przywrócenia stanu zgodnego z prawem, jak i zaprzestania dalszych naruszeñ jego prawa w³asnoœci.

Podstawa prawna: Art. 222 § 2 Kodeksu cywilnego, który stanowi: ""Przeciwko osobie, która narusza w³asnoœæ w inny sposób ani¿eli przez pozbawienie w³aœciciela faktycznego w³adztwa nad rzecz¹, przys³uguje w³aœcicielowi roszczenie o przywrócenie stanu zgodnego z prawem i o zaniechanie naruszeñ.""",True,True,[222]
